2026-02-17 22:45:31.018 INFO  [main] PredictionControllerApiTest$ModelStatusTests : Starting PredictionControllerApiTest.ModelStatusTests using Java 21.0.10 with PID 190471 (started by shubhendu.sangam@syndigo.com in /home/shubhendu.sangam@syndigo.com/Downloads/personal/projects/football-prediction)
2026-02-17 22:51:16.125 INFO  [main] PredictionControllerApiTest$ModelStatusTests : Starting PredictionControllerApiTest.ModelStatusTests using Java 21.0.10 with PID 193131 (started by shubhendu.sangam@syndigo.com in /home/shubhendu.sangam@syndigo.com/Downloads/personal/projects/football-prediction)
2026-02-17 22:51:16.127 INFO  [main] PredictionControllerApiTest$ModelStatusTests : No active profile set, falling back to 1 default profile: "default"
2026-02-17 22:51:16.609 INFO  [main] PredictionControllerApiTest$ModelStatusTests : Started PredictionControllerApiTest.ModelStatusTests in 0.511 seconds (process running for 5.868)
2026-02-17 22:51:16.714 INFO  [main] PredictionController : CSV reload requested via API...
2026-02-17 22:51:16.743 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:51:16.751 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:51:16.752 ERROR [main] PredictionController : Training failed: Unexpected error
2026-02-17 22:51:16.760 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:51:16.781 INFO  [main] PredictionController : Predicted: Arsenal vs Chelsea → HOME_WIN (H:0.55 D:0.25 A:0.2)
2026-02-17 22:56:30.344 INFO  [main] PredictionControllerApiTest$ModelStatusTests : Starting PredictionControllerApiTest.ModelStatusTests using Java 21.0.10 with PID 194934 (started by shubhendu.sangam@syndigo.com in /home/shubhendu.sangam@syndigo.com/Downloads/personal/projects/football-prediction)
2026-02-17 22:56:30.353 INFO  [main] PredictionControllerApiTest$ModelStatusTests : No active profile set, falling back to 1 default profile: "default"
2026-02-17 22:56:31.502 INFO  [main] PredictionControllerApiTest$ModelStatusTests : Started PredictionControllerApiTest.ModelStatusTests in 1.339 seconds (process running for 2.082)
2026-02-17 22:56:31.651 INFO  [main] PredictionController : CSV reload requested via API...
2026-02-17 22:56:31.687 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:56:31.696 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:56:31.696 ERROR [main] PredictionController : Training failed: Unexpected error
2026-02-17 22:56:31.706 INFO  [main] PredictionController : Manual retrain requested via API...
2026-02-17 22:56:31.753 INFO  [main] PredictionController : Predicted: Arsenal vs Chelsea → HOME_WIN (H:0.55 D:0.25 A:0.2)
2026-02-17 22:59:28.722 INFO  [http-nio-8080-exec-7] PredictionController : Predicted: Arsenal vs Bournemouth → HOME_WIN (H:0.47 D:0.15 A:0.38)
2026-02-17 23:41:14.677 INFO  [http-nio-8080-exec-10] PredictionController : Predicted: Man United vs Reading → HOME_WIN (H:0.55 D:0.21 A:0.24)
2026-02-17 23:50:35.079 INFO  [http-nio-8080-exec-10] PredictionController : Predicted: Everton vs Man United → DRAW (H:0.32 D:0.34 A:0.34)
